id	filename	mine_name	site_location	country	gps_coordinates	caption
46	DebarwaMine_rgb_2024-07-09.png	DebarwaMine	Debarwa Mine, Dubaruba, Southern Region	Eritrea	15.09306,38.84528	The July 9, 2024 Sentinel-2 image of the Debarwa Mine in Eritrea reveals significant environmental degradation. The mine's extensive excavation and infrastructure have led to substantial land disturbance, with large areas of bare soil and rock exposed. The surrounding terrain shows signs of soil erosion and habitat disruption. Although no tailings ponds or water bodies are clearly visible, the extensive mining activity suggests potential risks to local water sources and soil quality. The image indicates severe land degradation and potential environmental hazards associated with the mining operations.
47	DubarubaMine_rgb_2024-07-09.png	DubarubaMine	Unknown	Unknown	Unknown	The July 9, 2024 Sentinel-2 image of the Dubaruba Mine reveals extensive mining activity with significant environmental impacts. The presence of numerous small, irregularly shaped water bodies and patches of disturbed terrain indicates land degradation. The surrounding landscape shows a mix of vegetation and bare soil, with some areas appearing stressed or cleared, suggesting habitat disruption. Although no large tailings ponds are visible, the widespread disturbance and presence of water bodies with potentially altered chemistry pose risks to local ecosystems and water sources. The image highlights the environmental challenges associated with mining operations in the region.
48	ClimaxMine_rgb_2024-07-29.png	ClimaxMine	Climax Mining District, Lake County, Colorado	USA	39.373592,-106.175917	The July 29, 2024 Sentinel-2 image of the Climax Mine in Colorado, USA, reveals significant environmental hazards associated with molybdenum mining. The large open-pit operation is surrounded by extensive areas of disturbed terrain and bare soil, indicating severe land degradation and potential soil erosion. The presence of a tailings pond with abnormally colored water suggests chemical contamination and a risk of leakage into nearby water bodies and groundwater. The surrounding landscape shows signs of stressed vegetation and habitat disruption due to mining activities. The image highlights the environmental impact of large-scale mining operations on local ecosystems and water resources.
49	CollierOpenCutMine_rgb_2024-09-21.png	CollierOpenCutMine	Collier Open Cut, Kennedy Co., New South Wales	Australia	-32.57592,146.98714	The September 21, 2024 Sentinel-2 image captures the Collier Open Cut Mine in New South Wales, Australia. The mine site is characterized by extensive land disturbance, with large areas of exposed soil and bare ground visible. Although no tailings pond with unusually colored water is directly observable due to cloud cover partially obscuring the site, the significant excavation indicates potential soil erosion and habitat loss. The surrounding landscape is predominantly vegetated, with patches of cleared land, suggesting localized environmental impact. The presence of scattered clouds limits a comprehensive assessment of water bodies or other potential environmental hazards in the immediate vicinity.
50	BurnagaMine_rgb_2024-09-13.png	BurnagaMine	Unknown	Unknown	Unknown	The September 13, 2024 Sentinel-2 image of the Burnaga Mine reveals significant environmental hazards. Extensive areas of exposed brown soil and bare rock indicate heavy mining activity, likely leading to soil erosion and increased sedimentation in nearby water bodies. The surrounding landscape shows sparse vegetation, suggesting habitat loss and potential land degradation. Although a tailings pond is not clearly visible, the disturbed terrain and lack of vegetation near the mine site signal potential chemical contamination and environmental risk. The image highlights the need for ongoing monitoring of mining impacts on local ecosystems and water resources.
51	CadiaHillMine_rgb_2024-12-29.png	CadiaHillMine	Cadia Valley operations (Cadia-Ridgeway Cu-Au deposit), Cadia, Bathurst Co., New South Wales	Australia	-33.45624,148.99416	The December 29, 2024 Sentinel-2 image of the Cadia Hill Mine in Australia reveals significant environmental hazards associated with large-scale mining operations. A large tailings pond displays bright blue water, suggesting potential chemical contamination and risk of leakage into nearby water bodies and groundwater. The extensive open-pit excavation has caused substantial land degradation, with large areas of bare soil and disturbed terrain visible. The surrounding landscape shows signs of land alteration and habitat disruption, with patchy vegetation and exposed soil indicating potential soil erosion. The image highlights the environmental risks associated with the mine's operations, including water pollution and habitat destruction.
52	BishaMine_rgb_2024-06-04.png	BishaMine	Gash Barka Region	Eritrea	15.50988,37.51016	The June 4, 2024 Sentinel-2 image of the Bisha Mine in Eritrea's Gash Barka Region reveals significant environmental hazards associated with mining activities. A large tailings pond with abnormally colored water, ranging from bright blue to dark blue, indicates potential chemical contamination and risk of leakage into nearby water bodies and groundwater. The surrounding terrain shows extensive land degradation, with exposed soil and disturbed terrain visible in shades of brown and red. The sparse vegetation in the area suggests habitat loss and soil erosion due to mining operations. The image highlights the environmental impact of the mine on the local ecosystem.
53	BuckwheatPit_rgb_2024-06-28.png	BuckwheatPit	Franklin, Sussex County, New Jersey	USA	41.11472,-74.58722	The June 28, 2024 Sentinel-2 image of the Buckwheat Pit in Franklin, New Jersey, reveals extensive environmental alterations associated with historical zinc ore extraction. The site appears as a disturbed area with exposed soil and rock, suggesting potential soil erosion and land degradation. Although no large tailings ponds or water bodies with abnormal colors are visible, the disturbed terrain indicates habitat disruption and possible groundwater contamination risks. The surrounding area is largely forested, but patches of bare ground and altered landscapes near the mine site suggest localized environmental impacts. Overall, the image highlights the lasting effects of historical mining activities on the local ecosystem.
54	AvonNorthOpenPit_rgb_2024-12-29.png	AvonNorthOpenPit	Stratford open cut mine, Gloucester Co., New South Wales	Australia	-32.1185,151.97886	The December 29, 2024 Sentinel-2 image of the Avon North Open Pit mine in New South Wales, Australia, reveals significant environmental hazards. The mine, part of the Stratford Mining Complex, shows extensive land disturbance with large areas of exposed soil. Several water bodies within the mine site appear unnaturally colored, suggesting potential chemical contamination. The surrounding landscape is a mix of agricultural land and dense vegetation, with the mine's activities posing a risk to nearby water sources and ecosystems. The image indicates ongoing environmental risks associated with the mine, including potential soil erosion and water pollution.
55	BengallaOpenCutMine_rgb_2024-12-29.png	BengallaOpenCutMine	Brisbane Co., New South Wales	Australia	-32.272001,150.827504	The December 29, 2024 Sentinel-2 image shows the Bengalla Open Cut Mine in New South Wales, Australia. The mine's extensive excavation has caused significant land degradation, with large areas of exposed soil and bare rock visible. The surrounding landscape shows signs of habitat disruption, with fragmented vegetation patches and altered drainage patterns. Although no tailings ponds or water bodies with abnormal colors are visible, the extensive land disturbance suggests potential soil erosion and increased sedimentation risk in nearby watercourses. The contrast between the disturbed mine site and the surrounding agricultural land highlights the environmental impact of mining activities on the local ecosystem.
56	AmablePit_rgb_2024-12-13.png	AmablePit	Veladero Mine, Frontera mining district, Tudcum, Iglesia Department, San Juan Province	Argentina	-29.36938,-69.958556	The December 13, 2024 Sentinel-2 image of the Amable Pit, part of the Veladero Mine in San Juan Province, Argentina, reveals significant environmental hazards. The large open-pit excavation has caused extensive land degradation, with visible soil erosion and habitat destruction. The surrounding terrain shows stressed or cleared vegetation, indicating the environmental impact of mining activities. Although a specific tailings pond is not clearly visible, the disturbed terrain and extensive excavation suggest potential risks to nearby water sources and groundwater. The image highlights the substantial environmental footprint of the mine, with ongoing risks to the local ecosystem.
57	ArgyleDiamondMine_rgb_2024-06-27.png	ArgyleDiamondMine	Wyndham-East Kimberley Shire, Western Australia	Australia	-16.716389,128.388889	The June 27, 2024 Sentinel-2 image of the Argyle Diamond Mine in Western Australia reveals significant environmental hazards. The area shows extensive land degradation due to mining activities, with large areas of bare soil and disturbed terrain visible. A substantial tailings pond with multicolored, unnaturally hued water suggests chemical contamination and potential leakage into nearby water bodies and groundwater. The surrounding landscape is largely devoid of vegetation, indicating habitat loss and soil erosion. Although the mine is no longer operational, the image highlights persistent environmental risks associated with the site's legacy.
58	AdiRassi_rgb_2024-07-09.png	AdiRassi	Adi Rassi project, Dubaruba, Southern Region	Eritrea	15.04735,38.90637	The July 9, 2024 Sentinel-2 image of the Adi Rassi mine in Eritrea reveals significant environmental hazards. The mine's extensive excavation has caused substantial land degradation, with large areas of bare soil and disturbed terrain visible. A body of water, likely a tailings pond, displays an unnatural color, suggesting chemical contamination and potential risks to nearby water sources and groundwater. The surrounding landscape shows sparse vegetation, indicating habitat destruction and potential soil erosion. The image highlights the environmental impact of mining activities in the region, including land alteration and potential water pollution.
59	AidyrlaGoldDeposit_rgb_2024-06-02.png	AidyrlaGoldDeposit	Aidyrlya River, Orenburg Oblast	Russia	52.06083,59.84639	The Sentinel-2 image of the Aidyrlya Gold Deposit on June 2, 2024, reveals significant environmental hazards associated with mining activities. The image shows extensive land disturbance, with large areas of bare soil and disturbed terrain, indicating potential soil erosion. The presence of mining infrastructure and tailings is visible, although the image does not directly show water bodies or tailings ponds with abnormal water color. The surrounding landscape exhibits stressed vegetation and signs of habitat disruption. The environmental risks include land degradation, soil erosion, and potential habitat loss due to the mining operations.
